Object ID,County GNIS Code,fips,Area of Land (Square Meters),Area of Water (Square Meters),county,state,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range) - Margin of Error,"Median Household Income in past 12 months, Householder under 25 years","Median Household Income in past 12 months, Householder under 25 years - Margin of Error","Median Household Income in past 12 months, Householder 25 to 44 years","Median Household Income in past 12 months, Householder 25 to 44 years - Margin of Error","Median Household Income in past 12 months, Householder 45 to 64 years","Median Household Income in past 12 months, Householder 45 to 64 years - Margin of Error","Median Household Income in past 12 months, Householder 65 years and over","Median Household Income in past 12 months, Householder 65 years and over - Margin of Error","Median Household Income in past 12 months, Black or African American Householder","Median Household Income in past 12 months, Black or African American Householder - Margin of Error","Median Household Income in past 12 months, American Indian and Alaska Native Householder","Median Household Income in past 12 months, American Indian and Alaska Native Householder - Margin of Error","Median Household Income in past 12 months, Asian Householder","Median Household Income in past 12 months, Asian Householder - Margin of Error","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Householder","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Householder - Margin of Error","Median Household Income in past 12 months, Some Other Race Householder","Median Household Income in past 12 months, Some Other Race Householder - Margin of Error","Median Household Income in past 12 months, 2 or More Races Householder","Median Household Income in past 12 months, 2 or More Races Householder - Margin of Error","Median Household Income in past 12 months, Non-Hispanic White Householder","Median Household Income in past 12 months, Non-Hispanic White Householder - Margin of Error","Median Household Income in past 12 months, Hispanic or Latino Householder","Median Household Income in past 12 months, Hispanic or Latino Householder - Margin of Error",Total Households,Total Households - Margin of Error,Households with any self-employment income in past 12 months,Households with any self-employment income in past 12 months - Margin of Error,Households with no self-employment income in past 12 months,Households with no self-employment income in past 12 months - Margin of Error,Percent of households with any self-employment income,Percent of households with any self-employment income - Margin of Error,x,y
338,00306911,12037,1411908386,1275539661,Franklin County,Florida,42855,5298,,,49297,10605,51250,11628,37230,4592,48625,19088,,,64632,54224,,,,,55735,36309,41968,4827,42625,23106,4297,287,664,154,3633,312,15.5,3.43206797477108,-84.8007977284999,29.8899432749112
339,00306918,12039,1337194435,31686103,Gadsden County,Florida,40922,2788,,,39015,4045,45099,3653,40913,4391,32982,2324,,,58375,47781,,,,,66176,13882,55433,3983,40867,9212,17080,493,1153,214,15927,489,6.8,1.23768353536098,-84.6136043300078,30.5795632809049
340,00303633,12041,905705530,14362143,Gilchrist County,Florida,42357,3068,29570,18320,51803,10188,44763,8384,35660,5281,29130,8957,,,,,,,,,,,43480,3942,31512,9579,6511,223,538,140,5973,244,8.3,2.13150197084323,-82.8003718182382,29.72595028863
341,00295743,12043,2089129695,466706483,Glades County,Florida,39879,2947,,,50662,8252,44119,12198,30619,3316,28864,16923,105096,5012,,,,,,,,,39688,3994,38629,7749,4433,288,391,138,4042,284,8.8,3.05982201199351,-81.188962562575,26.956627176206
342,00306917,12045,1433354005,494697662,Gulf County,Florida,44291,4298,,,51250,12562,45735,5474,38184,6638,33943,4714,,,43571,13424,,,,,,,47055,3929,,,5359,300,474,112,4885,303,8.8,2.03044083631455,-85.2272523768432,29.9553707180357
343,00295736,12047,1330689567,13659798,Hamilton County,Florida,34583,5887,53688,41538,32143,17225,36857,9081,30491,7719,23527,8947,12727,6682,,,,,17448,11137,,,40958,6286,24375,19800,4485,224,466,189,4019,218,10.4,4.18197345218617,-82.9480156906893,30.4965157661315
344,00295746,12049,1651329788,1439673,Hardee County,Florida,37594,3486,24333,15465,32961,5861,51786,8992,32303,6597,24828,7454,,,,,,,31859,12787,23674,905,44580,8193,32043,4200,7772,316,917,181,6855,348,11.8,2.27892834670354,-81.8100080570103,27.4928216914507
345,00307626,12051,2994619283,87037213,Hendry County,Florida,40728,2333,26613,19712,37623,5105,45480,5109,39398,5261,28652,4514,33833,5477,72292,49119,,,,,36675,3323,50293,6356,36676,5297,12027,476,1101,287,10926,539,9.2,2.35863257318725,-81.1659675490176,26.5537823022901
346,00295751,12053,1224485109,301068594,Hernando County,Florida,46030,925,41216,5186,54029,2560,53425,1390,38376,1190,36473,6769,61923,12096,46000,14940,,,42344,7342,45046,16350,46661,927,42423,4804,73541,824,4661,514,68880,889,6.3,0.695312785045277,-82.4255704918696,28.5539248113569
347,00295756,12055,2634768891,231625544,Highlands County,Florida,37314,1444,30385,14000,41856,3660,37467,3924,36758,1351,25426,2071,8368,3699,57566,24255,,,30634,5026,23005,9075,41374,1367,29699,3489,41026,856,2932,381,38094,813,7.1,0.916629858019052,-81.3410440532408,27.3437546579899
348,00295757,12057,2646574869,631652995,Hillsborough County,Florida,56137,604,31464,1916,59949,959,67589,1176,41205,818,39746,1098,56382,11626,80725,4496,30993,19183,43281,2089,53192,4265,67219,951,44445,944,516478,2014,44550,1305,471928,2142,8.6,0.250424088323255,-82.3093295783711,27.929812740275
349,00295735,12059,1240232909,26393537,Holmes County,Florida,38608,3326,21292,6621,44773,9442,39544,6519,36156,3948,,,26818,2680,,,35795,13726,,,55682,19288,39286,3407,25000,13280,7016,264,583,146,6433,268,8.3,2.05733314785187,-85.7678864596182,30.8924249285416
350,00307624,12061,1302203812,295578903,Indian River County,Florida,52336,1202,31136,13072,52897,3589,60807,2748,47703,1766,29500,6831,82273,40990,88750,32573,,,31630,10373,55365,10647,54543,1641,48982,7841,57403,1070,5183,450,52220,1052,9,0.765651120533058,-80.6063409009251,27.6943697844174
351,00295734,12063,2378066187,94242663,Jackson County,Florida,39002,2199,25102,12391,41537,6164,45194,6473,36162,2332,25596,3347,31472,10376,69773,22704,,,55000,51143,48750,24624,44106,4514,47173,10672,16894,448,886,148,16008,483,5.2,0.864941110588523,-85.2155004608878,30.7956147027071
352,00295733,12065,1549012956,99610823,Jefferson County,Florida,48173,8083,,,51345,16626,57401,10983,39813,11678,31509,6060,,,,,,,,,,,57010,4119,29595,9406,5771,260,516,164,5255,283,8.9,2.81309945233242,-83.8951227008695,30.438042352366
353,00295732,12067,1407329178,11745117,Lafayette County,Florida,39543,12393,,,,,55875,19576,24375,9112,31071,3841,,,,,,,,,,,46125,13489,,,2095,228,137,76,1958,226,6.5,3.55719042455603,-83.1811364417372,29.9857073330507
354,00308551,12069,2462296203,534178837,Lake County,Florida,51884,1233,39000,4762,58000,2995,61697,2552,43709,1156,39529,4760,35385,13506,77608,16344,2499,,42148,10043,53533,11866,53814,1242,44963,2664,130190,1342,10301,785,119889,1473,7.9,0.597423343508674,-81.8056447312662,28.6618272856316
355,00295758,12071,2025413418,1114617195,Lee County,Florida,54691,759,36082,5421,54836,1232,62896,1345,49454,1107,41707,3165,52283,14411,66778,8928,,,39569,7192,50476,12526,58854,1109,42869,1870,271861,2297,24379,1041,247482,2314,9,0.37534537799562,-81.8208233535179,26.5790060001889
356,00306916,12073,1727086019,90548394,Leon County,Florida,51201,978,21696,1867,51179,1878,75221,1986,54721,1728,35111,1334,51597,36877,74669,12593,,,37500,17535,50957,9469,61646,1551,46705,5401,112918,891,10466,673,102452,1118,9.3,0.59150343119212,-84.2777968273539,30.4582306108487
357,00295724,12075,2896211042,762907881,Levy County,Florida,37634,1760,22788,15956,42257,6571,40186,2828,31733,2271,23197,4709,,,24107,17941,,,,,35250,9895,38908,1949,28125,12732,16433,360,1642,255,14791,356,10,1.53623862641032,-82.7425680701781,29.3195782007996
358,00308549,12077,2164099093,19582444,Liberty County,Florida,37363,4408,40870,6838,55203,4406,37297,6626,27679,2756,47593,34578,,,,,,,,,,,38047,4187,34107,19034,2381,263,185,80,2196,293,7.8,3.24847237251347,-84.8829129783529,30.2417288484834
359,00295731,12079,1804001485,49634046,Madison County,Florida,35509,2374,,,37091,12802,39521,6365,30519,6081,22930,4028,,,,,,,,,66776,898,43949,7082,48911,13734,6682,226,319,104,6363,252,4.8,1.54802198385354,-83.4701233547275,30.4443036324609
360,00295744,12081,1924706077,387507719,Manatee County,Florida,56036,1101,37776,6277,60075,2367,66902,1936,46483,1183,39296,3046,48391,17834,68125,14576,52188,47974,42297,8814,49000,13862,59731,1115,41883,2580,143652,1377,13167,670,130485,1449,9.2,0.458054528822369,-82.4000518735238,27.5164449183073
361,00306922,12083,4113955311,192320562,Marion County,Florida,43361,929,31759,7273,46557,2487,49427,2320,39262,1169,35690,3443,45298,38200,67771,10694,,,33931,6681,40495,4635,45254,1145,39687,3328,136514,1543,9736,700,126778,1562,7.1,0.506392015749857,-82.0566775243635,29.2105152919889
362,00308550,12085,1408397026,542185816,Martin County,Florida,57959,1925,45972,4477,66061,5570,73643,2852,48639,1804,38929,4034,46364,27477,89346,14832,,,39129,3140,54844,20929,60255,2042,46847,3827,63865,985,6987,564,56878,1127,10.9,0.866843281563108,-80.4310039777959,27.0776471233608
363,00295755,12086,4917746437,1378974993,Miami-Dade County,Florida,48982,492,30329,1745,54190,698,56331,890,29107,656,36280,673,39574,16513,72405,4796,40441,35294,47521,2398,52391,4218,78921,1437,46634,589,870051,2771,108954,2373,761097,3380,12.5,0.269810807310859,-80.5630201736595,25.6164456260264
364,00295759,12087,2546027976,7133356544,Monroe County,Florida,67023,2323,45341,13759,65950,4601,76528,4295,57520,4320,44167,10753,,,80313,38785,,,31413,24908,60119,7198,75992,2988,50650,3923,30982,702,4875,411,26107,696,15.7,1.27776917266871,-81.0479046526968,25.5054727250607
365,00295730,12089,1680074654,200051078,Nassau County,Florida,66297,2668,41686,9359,69398,6309,76952,7875,54084,2648,34320,8439,85564,31530,76628,20091,,,,,27406,13158,67944,2911,56985,40925,31241,476,3284,449,27957,597,10.5,1.42826184170088,-81.8019361650748,30.610776108138
366,00306915,12091,2409293012,393276379,Okaloosa County,Florida,62048,1837,34531,3549,62698,2882,74917,3847,53572,2225,48143,5864,56477,21185,54688,7180,71447,31065,41118,9334,55061,9604,64964,1748,52269,6447,77403,895,7822,587,69581,1036,10.1,0.749312441725317,-86.591740543449,30.6914139088671
367,00295760,12093,1991328272,318722514,Okeechobee County,Florida,40367,2024,32944,9511,41760,2773,47459,4832,36185,2043,32898,2998,86500,39103,54390,27612,,,26806,16346,,,42002,3023,35851,2748,13759,384,1499,255,12260,441,10.9,1.82822002053118,-80.888669707642,27.386660334735
368,00295750,12095,2337566033,260717886,Orange County,Florida,54335,575,27326,1789,56013,1360,63353,1020,41427,1035,41150,1209,44009,13394,66116,4881,62104,9768,43327,3724,54352,3782,67046,927,44366,1227,458613,2664,42930,1813,415683,2888,9.4,0.391564976683094,-81.2607560745921,28.4799304712005
369,00295748,12097,3438755923,461862673,Osceola County,Florida,50063,1465,30297,4962,51005,2538,60315,3245,37747,2022,48384,6060,45463,38756,57938,4499,21020,2384,44156,3234,51431,9403,60555,2131,42897,1676,99158,1445,7457,820,91701,1510,7.5,0.819669186921138,-81.1496409328334,28.0631938590185
370,00295761,12099,5090938139,1081432228,Palm Beach County,Florida,59943,632,32769,2175,63303,1002,72070,1274,48509,871,43556,1510,47813,17410,74898,6628,53920,20649,47197,3199,54840,3503,68455,740,49541,1375,548216,2650,60859,1562,487357,2827,11.1,0.279825264273151,-80.4655326139998,26.6480558254679
371,00295739,12101,1933862570,315412854,Pasco County,Florida,50417,868,37040,2792,62210,1888,59311,1386,38288,812,54156,3211,52891,12796,74267,14531,,,54018,11489,46833,10363,49843,847,50734,2754,199227,1567,15604,755,183623,1664,7.8,0.373924051529993,-82.3924823509362,28.3093558607518
372,00295745,12103,709006650,866038559,Pinellas County,Florida,51454,539,32975,2514,58434,1458,61999,1416,38975,749,36076,1607,49449,10996,58671,5825,46250,21451,47130,7297,50539,9550,53641,590,43970,2734,407720,2588,35940,1143,371780,2611,8.8,0.274699001185901,-82.7849777431505,27.9182738072441
373,00295747,12105,4654624281,552319387,Polk County,Florida,48500,709,34307,3759,52142,1346,56524,1818,39514,764,36883,1069,42434,20905,66223,6488,40694,37880,42542,2697,47965,8748,52346,768,42898,1567,231260,2106,17487,789,213773,2057,7.6,0.334152919099748,-81.6978307589378,27.949403896807
374,00306910,12107,1885167077,256548277,Putnam County,Florida,35649,1475,20227,10030,40144,3884,39541,3562,32995,1895,21231,3273,,,118026,32073,,,,,43355,9995,39510,2115,35202,3366,28264,653,1766,335,26498,701,6.2,1.1764296067209,-81.7443480863447,29.6088671568119
375,00308371,12109,1555841585,571923268,St. Johns County,Florida,77323,2318,38324,8581,84131,5354,99196,5546,57817,3623,40863,10425,,,126705,11635,60104,30641,50000,20294,99968,20881,79635,2714,66717,9650,86268,1122,9092,710,77176,1242,10.5,0.811521603828166,-81.4406970917244,29.902064008717
376,00308372,12111,1480655751,300844500,St. Lucie County,Florida,49373,1326,33427,9713,55752,3225,55101,2011,41062,1581,39813,3656,60144,44080,69385,12113,,,60531,15805,39231,14746,53096,1620,45116,3663,112872,1511,9918,1028,102954,1783,8.8,0.903138050852712,-80.4710265764284,27.377759158049
377,00306914,12113,2622050626,418020795,Santa Rosa County,Florida,66242,2140,41885,15979,69189,4139,79427,3553,51228,2775,54776,16555,51135,8242,50128,8690,66875,50102,36480,11663,45588,8727,68407,2016,51337,11008,61345,755,6101,594,55244,887,9.9,0.960526463851806,-87.0219693745253,30.7008497783848
378,00295741,12115,1442282866,436195743,Sarasota County,Florida,58644,1090,37224,7519,65003,3410,67209,2299,52262,1181,37358,6010,51667,36559,58088,12625,,,55422,9812,54336,9609,60153,1089,48990,4541,180551,1748,19153,1036,161398,1645,10.6,0.564533188068688,-82.3496702650559,27.1664383228171
379,00303665,12117,801344504,93079561,Seminole County,Florida,63760,1153,29773,3954,67709,1480,78066,2675,45354,1767,45447,4347,58459,27338,81385,7634,,,43520,5993,52689,5455,70057,1701,50709,3667,167304,1310,18537,902,148767,1557,11.1,0.53211238481583,-81.2363452415867,28.7170355230785
380,00295740,12119,1442915229,58825881,Sumter County,Florida,55228,2011,36908,22847,52794,9202,60219,7066,54680,2111,29452,9991,45870,30404,,,,,53281,42806,41053,35627,56277,2238,46875,15079,54636,979,2754,504,51882,940,5,0.918036284344871,-82.0810452292521,28.7052264038731
381,00295729,12121,1783342120,9593307,Suwannee County,Florida,42686,4513,27188,9881,41818,11452,52545,6422,35951,3329,19274,12434,,,,,,,,,48394,3058,45328,5516,43020,6722,15083,521,1585,312,13498,520,10.5,2.03645668179922,-82.9915536611333,30.1958614563222
382,00295728,12123,2702180641,489194665,Taylor County,Florida,36934,5018,28668,5079,51250,11536,42298,6457,28060,3488,29063,14539,18438,15960,27153,4846,,,,,,,41361,4823,31705,20787,7356,397,477,167,6879,364,6.5,2.24311934577135,-83.6034546410479,30.0476553789751
383,00306913,12125,630806896,16049423,Union County,Florida,41770,2853,19476,11885,42442,5602,54097,6398,37333,6484,32981,17195,105313,52514,,,,,,,,,43735,5778,85332,64710,3892,408,281,113,3611,388,7.2,2.80300404395605,-82.3714169958642,30.0438944328716
384,00306921,12127,2852206495,857789601,Volusia County,Florida,46760,849,21580,2059,50964,1347,53573,1511,40708,967,31356,2190,33853,5283,45481,12662,27014,11897,42394,9373,36953,8864,50008,779,38103,2797,212985,1620,16880,805,196105,1663,7.9,0.373122613503008,-81.1820998245715,29.058734104889
385,00306912,12129,1570616088,334902007,Wakulla County,Florida,62778,2792,52808,42813,71907,8816,66875,8875,40572,3693,60333,19838,,,,,,,,,,,62761,2736,80265,67710,11068,375,1218,273,9850,414,11,2.43822639973057,-84.4014178716286,30.1685261757161
386,00295727,12131,2687739968,522795375,Walton County,Florida,53785,2765,33504,6586,64522,7673,59860,5978,43745,3464,30044,3004,27155,7330,,,,,26250,14996,38026,22754,55948,3315,44688,18930,26432,726,3689,478,22743,765,14,1.76731747640702,-86.1697159063866,30.6439466317837
387,00295762,12133,1514305159,81008994,Washington County,Florida,37188,3125,46000,12075,37491,6633,45101,6436,32244,2573,30554,6800,16705,9533,43304,4145,63384,9309,,,33977,21897,37981,3498,63269,37895,8484,304,830,178,7654,326,9.8,2.06857424438048,-85.6652926423215,30.6107652518221
388,00349113,13001,1316423274,10328007,Appling County,Georgia,39561,4417,,,46430,6784,46580,6131,29781,5994,33514,8929,,,,,,,35319,6243,,,43333,7182,33229,5181,6682,278,418,130,6264,270,6.3,1.92803868534472,-82.2890155454566,31.7494723895555
389,00345784,13003,887636792,4701677,Atkinson County,Georgia,34877,2829,34688,26561,35383,2813,32037,5412,42368,12939,24556,4104,,,,,,,24464,21244,,,43253,5420,22212,5668,2785,139,128,50,2657,142,4.6,1.78061723422895,-82.8800160722392,31.2971789212793
390,00344784,13005,735776071,4500457,Bacon County,Georgia,36964,5201,22955,14170,39138,11227,47500,15748,29911,9024,19296,3639,,,,,,,,,13375,3682,47736,8741,25890,4487,3966,180,404,124,3562,199,10.2,3.09220493611073,-82.4527100222292,31.5537497808389
391,00342832,13007,885665383,18598654,Baker County,Georgia,37188,11467,54602,5975,46932,7646,42313,17328,26800,3376,26410,6362,,,,,,,,,,,52212,7014,,,1385,139,130,59,1255,130,9.4,4.15446619486977,-84.4446431214542,31.3262934019719
392,00345255,13009,670027544,24802965,Baldwin County,Georgia,39426,2595,11917,5963,43516,8447,46586,5475,38977,3456,28224,4006,,,75556,59890,,,2499,,31607,15885,47585,4076,,,16122,547,989,222,15133,592,6.1,1.3611795302811,-83.2496037141411,33.0693502651724
393,00349230,13011,601022383,4593262,Banks County,Georgia,45373,3513,31250,12033,52583,7113,55010,4602,33973,5499,,,,,38833,15710,,,33500,14465,59844,42740,45926,5194,45734,5233,6603,196,617,115,5986,218,9.3,1.71940404373398,-83.4974003066643,34.3542288203516
394,00356976,13013,417082282,4909657,Barrow County,Georgia,57348,2073,42270,11725,63009,3107,64741,3963,39509,3301,44763,5736,,,68068,9178,,,44770,27166,41250,18375,60549,2244,44212,7911,25319,383,2421,292,22898,445,9.6,1.14417757049624,-83.703254016888,33.9767479635932
395,00351604,13015,1190154672,27367870,Bartow County,Georgia,55452,2276,35109,13754,61370,4385,61140,3053,37123,3061,47400,8255,80469,38780,63148,34169,,,30451,10381,75714,11704,58354,2405,39355,5454,37351,532,3590,445,33761,665,9.6,1.18350905992657,-84.84050051162,34.2380202544252
396,00351606,13017,647813388,9803109,Ben Hill County,Georgia,32705,2957,20357,12361,36134,6829,34506,5823,30288,7449,20692,3587,,,,,,,38702,12218,,,48093,3313,32333,14015,6569,278,262,81,6307,272,4,1.22145717178926,-83.2204915849272,31.7598282611304
397,00326638,13019,1174239875,11670811,Berrien County,Georgia,37163,3951,26579,9447,43278,5065,40227,8502,30706,3203,19868,11113,,,,,,,,,9239,2584,39873,3994,33304,9354,7322,227,438,115,6884,268,6,1.55962147603127,-83.2296456341663,31.2762582056456
398,01672039,13021,645938974,14264343,Bibb County,Georgia,39931,1562,18083,4279,38466,3682,47363,4251,36402,2027,28339,1657,21847,2685,68802,21221,,,,,20114,8715,57360,3142,48333,10702,58010,762,3825,373,54185,881,6.6,0.637132434237813,-83.6974327919131,32.8065653399304
399,00347451,13023,559100774,8446773,Bleckley County,Georgia,45029,5887,50060,17069,40250,17972,51875,4357,33563,8283,22108,4625,,,,,,,,,,,51081,2977,,,4168,229,220,92,3948,245,5.3,2.18815984116157,-83.3278204301712,32.434518088856
400,00351605,13025,1147397684,10849168,Brantley County,Georgia,37031,4019,29615,11269,48272,10316,39039,5773,27250,6532,37344,19197,,,,,,,,,,,36855,4376,72672,46569,6564,311,426,144,6138,311,6.5,2.17212765591677,-82.0081308946449,31.1698721096599
401,00345518,13027,1277108810,12188222,Brooks County,Georgia,34322,5782,19135,14857,36155,5963,43042,8044,28857,6412,20324,5925,,,,,,,31500,16402,26489,682,46444,8726,,,6350,257,478,114,5872,285,7.5,1.76923642542547,-83.5805099044003,30.8424028027687
402,00350496,13029,1133250591,43784915,Bryan County,Georgia,71322,6076,29960,8059,76184,8585,94955,10151,41136,6596,45083,9672,77727,77301,72917,68708,,,86019,31633,79243,15543,75383,7481,86296,33828,12636,264,1165,225,11471,369,9.2,1.77017730434149,-81.4439049702141,32.0148559587686
403,00350302,13031,1750692421,32839190,Bulloch County,Georgia,41789,1849,17590,3719,46483,3224,50591,5561,41502,4819,28368,2819,,,48155,21265,,,,,22171,6813,48370,2801,19615,12915,26955,650,2993,429,23962,734,11.1,1.56885633950541,-81.7432646812811,32.3970580361329
404,00347944,13033,2142010511,20584267,Burke County,Georgia,42773,2338,,,44357,6243,45855,3253,34797,6928,27688,4078,,,,,,,,,,,65818,7428,41384,21398,8184,278,610,181,7574,301,7.5,2.19709213876625,-82.0007634516737,33.0613500950003
405,00352295,13035,475754781,11269640,Butts County,Georgia,41845,2514,38799,8553,42246,3559,55508,10238,29886,3481,31426,6362,,,,,,,,,,,47507,5025,102842,60563,8157,278,480,167,7677,316,5.9,2.03747486581115,-83.9571660892356,33.2879148888859
406,00344074,13037,726191502,8271470,Calhoun County,Georgia,31725,4042,12279,11564,31901,3319,39402,5538,23056,5806,25413,4352,,,,,,,33672,29793,,,46875,8913,33594,26955,1853,119,115,46,1738,113,6.2,2.45025748312407,-84.6245167460757,31.529250990095
407,01671316,13039,1632473254,392515252,Camden County,Georgia,56397,2166,40039,4150,59851,6742,72185,6710,45682,7484,36142,3191,39821,20634,81053,38615,,,50868,40842,85938,32354,63808,2557,51484,11533,19327,427,1548,309,17779,567,8,1.58897642738441,-81.6701762082562,30.9308111010345
408,00342852,13043,629520691,15018337,Candler County,Georgia,32937,5058,18333,6886,32143,12203,39742,6515,27712,3916,22589,5694,,,2499,,,,,,,,36327,2963,27917,15550,3965,185,511,118,3454,197,12.9,2.91465768961724,-82.0736758270553,32.4035278925229
409,00326650,13045,1292475865,12301430,Carroll County,Georgia,49608,2264,29815,4105,60323,4198,57569,6727,36623,2324,37010,5421,27687,3470,34667,17468,,,64592,7763,26131,14925,52872,2901,45605,11419,41150,609,3497,465,37653,788,8.5,1.12299138272046,-85.0797381690169,33.5829523444624
410,00353230,13047,419998845,771159,Catoosa County,Georgia,55125,1936,47177,4786,61943,3652,68944,6210,34773,3200,43056,20612,,,57056,14182,,,,,44500,31358,55332,2192,67633,27231,24636,447,2307,349,22329,549,9.4,1.40639986855113,-85.1382454273019,34.9037161033106
411,00357747,13049,2020415648,5963237,Charlton County,Georgia,40283,4312,43839,12692,61053,28406,46132,7661,25758,6192,38990,18704,,,,,,,,,,,40559,4769,,,3559,195,231,87,3328,200,6.5,2.41850072086615,-82.2883044579423,30.9028109377173
412,01694477,13051,1121783898,509841786,Chatham County,Georgia,54911,1174,28917,3631,54981,2300,67656,3047,46278,1535,40149,1773,61202,11120,62480,5196,32409,14805,53152,19495,44957,13571,68192,2097,47395,10315,108151,1182,10001,752,98150,1283,9.2,0.687940082190081,-81.1322169589526,32.0047075157302
413,00351012,13053,644226250,6276670,Chattahoochee County,Georgia,46453,5902,39167,8111,54067,4363,46875,20566,33833,14144,37143,21239,,,57833,39120,,,31771,13119,23000,20702,50994,6070,35833,11056,2550,222,178,69,2372,206,7,2.6367582881959,-84.8227137611966,32.3224852412947
414,00352213,13055,811512396,570806,Chattooga County,Georgia,36107,1896,42547,22980,46324,5458,39577,4652,26790,3189,23438,7222,,,,,,,29453,24922,,,37314,2744,31635,8924,9098,263,654,135,8444,266,7.2,1.4692204761671,-85.3452697267824,34.4751257627008
415,01685718,13057,1090599861,34468397,Cherokee County,Georgia,79670,1911,38765,4799,82475,2525,94424,3844,50248,3121,80014,12665,74063,39182,74651,18010,,,51750,11661,64138,18534,82463,2261,57463,5105,85825,705,10147,904,75678,1144,11.8,1.04881931562106,-84.4761801943872,34.244077415913
416,01672699,13059,308774405,4698758,Clarke County,Georgia,36889,1693,13970,1623,40817,2320,49280,3482,41551,2596,26729,1513,89583,32307,40386,7355,26500,10795,28946,8188,31429,5331,44366,1473,31875,4826,47224,555,4829,423,42395,704,10.2,0.887632393511353,-83.367344238344,33.9512073217086
417,00344805,13061,506093883,56546975,Clay County,Georgia,25000,4298,21023,4856,21087,16322,26434,1903,23690,8403,18333,4443,,,,,,,,,,,39063,11474,,,1202,129,77,39,1125,122,6.4,3.1709187721287,-84.9801466920797,31.6263880439128
418,01672399,13063,366930141,6989148,Clayton County,Georgia,45778,1197,31373,5262,43416,2100,53226,1853,39516,2948,45643,1507,22273,11481,53438,10053,,,45325,7358,39803,8224,45755,2619,46817,2805,92845,898,7356,625,85489,1141,7.9,0.668789082537116,-84.3576598741271,33.5419972441357
419,00351285,13065,2110829174,23303279,Clinch County,Georgia,25236,7550,23229,11732,29515,15902,35684,13809,19261,2341,14971,8774,,,,,,,,,,,32622,8403,2499,,2502,234,141,67,2361,222,5.6,2.62547696733456,-82.7063797425879,30.9153029371604
420,01686112,13067,879964563,12464091,Cobb County,Georgia,75153,936,39234,4285,74130,1539,93862,2605,55947,1592,60718,1314,50833,38662,86780,6293,56411,23963,45593,4578,74126,6318,86788,1797,51917,2914,277222,1470,36207,1377,241015,1824,13.1,0.491862068839587,-84.576683148724,33.9416063830899
421,00347456,13069,1534043690,26812415,Coffee County,Georgia,38266,2489,31318,2899,42543,2570,42065,5377,30350,6084,27967,6451,36466,15864,59345,30090,,,37143,16149,43387,28082,42107,2298,33542,16113,14298,452,1025,224,13273,478,7.2,1.55017444282162,-82.8492229427021,31.5494475862669
422,00343936,13071,1416784215,24904291,Colquitt County,Georgia,35472,1945,27546,12944,36071,3434,38920,5497,33172,4005,22779,2469,36294,4968,,,,,35696,4027,28194,6645,43507,2394,34695,3256,15374,478,1215,217,14159,509,7.9,1.38992197774929,-83.7688437554681,31.1885082092883
423,00348865,13073,751293212,45394052,Columbia County,Georgia,76938,2271,46477,6235,74375,2564,95053,4905,55091,5739,77883,6595,,,82868,21607,,,63750,35922,70525,10554,79058,3823,64483,4283,46840,944,4360,534,42480,938,9.3,1.12451073022657,-82.2640676887946,33.5442260723233
424,00343878,13075,591237665,12755190,Cook County,Georgia,38408,4274,27500,19800,47275,5872,44435,7801,26824,3149,24418,2564,,,,,,,35813,26957,45250,17708,46215,3350,36063,5361,6233,201,489,114,5744,224,7.8,1.81139249390547,-83.4304776029499,31.1540936483009
425,00326666,13077,1142008517,12693091,Coweta County,Georgia,70717,2225,34167,7449,73065,2560,84501,3400,51463,3584,43704,3341,,,67228,20759,,,67914,19104,71953,14260,78002,2484,41620,14022,51308,444,5051,474,46257,639,9.8,0.919896285173013,-84.7633831718008,33.3535770308047
426,00342918,13079,841521989,3988980,Crawford County,Georgia,43257,3965,28155,10987,60379,14475,48616,4021,34896,8580,28833,5622,,,,,,,,,94091,27432,47859,4534,,,4637,203,421,158,4216,231,9.1,3.38411368205784,-83.9863560960964,32.7145990935144
427,00351607,13081,706189044,21457002,Crisp County,Georgia,35096,3062,13909,3953,37692,6139,36517,6751,32524,4291,20436,5891,,,,,,,,,46228,379,44196,6418,32000,22843,8329,425,910,176,7419,413,10.9,2.03822980258719,-83.768114607325,31.9230016535229
428,00347465,13083,450605317,467844,Dade County,Georgia,44471,4469,26628,9763,59271,11270,57684,8353,29458,2215,,,,,83276,71353,,,,,,,44051,4705,36667,27350,6070,241,718,158,5352,281,11.8,2.56024767413293,-85.5045220416616,34.8546780670563
429,00351312,13085,546042248,9272655,Dawson County,Georgia,65805,5350,53625,14051,72419,9953,76875,14313,51944,12951,,,,,143563,42515,,,,,38409,36705,65890,5145,,,8711,379,845,195,7866,416,9.7,2.19840363460511,-84.1706883469338,34.4443988968307
430,00352234,13087,1546667777,67329701,Decatur County,Georgia,39148,2377,,,47571,5304,42604,5213,29020,3232,28981,5199,,,,,,,,,,,44927,3285,31172,10810,10153,311,852,183,9301,344,8.4,1.783999904586,-84.5790534560091,30.8785394673247
